anime_id,image_url
14837,https://myanimelist.cdn-dena.com/images/anime/9/44490.jpg
21591,https://myanimelist.cdn-dena.com/images/anime/12/56907.jpg
678,https://myanimelist.cdn-dena.com/images/anime/4/61189.jpg
17979,https://myanimelist.cdn-dena.com/images/anime/5/47849.jpg
3761,https://myanimelist.cdn-dena.com/images/anime/5/22968.jpg
18629,https://myanimelist.cdn-dena.com/images/anime/12/49761.jpg
8140,https://myanimelist.cdn-dena.com/images/anime/6/20350.jpg
5041,https://myanimelist.cdn-dena.com/images/anime/4/75553.jpg
6707,https://myanimelist.cdn-dena.com/images/anime/10/25464.jpg
37320,https://myanimelist.cdn-dena.com/images/anime/1374/90580.jpg
236,https://myanimelist.cdn-dena.com/images/anime/2/6260.jpg
31189,https://myanimelist.cdn-dena.com/images/anime/10/77466.jpg
34438,https://myanimelist.cdn-dena.com/images/anime/6/87709.jpg
1488,https://myanimelist.cdn-dena.com/images/anime/11/2856.jpg
21891,https://myanimelist.cdn-dena.com/images/anime/8/57841.jpg
12623,https://myanimelist.cdn-dena.com/images/anime/10/35355.jpg
34818,https://myanimelist.cdn-dena.com/images/anime/8/84025.jpg
2522,https://myanimelist.cdn-dena.com/images/anime/3/29206.jpg
9515,https://myanimelist.cdn-dena.com/images/anime/6/71892.jpg
24873,https://myanimelist.cdn-dena.com/images/anime/11/69085.jpg
